ref,term_kor,term_eng,def_kor
http://m.kmle.co.kr//ebook_terminology_view.php?Num=41&Md=c39304f34dbdb1e7fc925a304429e850&TitleLetter=%B0%A8%B0%A2%3A+sense,감각,sense,    주위 환경의 변화를 자극()이라 하며 자극을 받아들여 그 의미를 파악하는 과정을 감각이라 한다. 이에 비해 주위환경의 변화를 일으키는 과정을 운동이라 함. 운동과 감각은 모두 신경계의 전달작용에 의해 중계된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=42&Md=4c3b930cfb121c7377403a173709aeaf&TitleLetter=%B0%A8%B0%A2%B1%E2%B0%FC%3A+sense+organ%28s%29,감각기관,sense organ(s),    자극을 받아들이는 말초 기관으로 예를 들어 시각은 눈 청각은 귀가 감각 기관이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=43&Md=69aa1055bff575056ff9e0187b58159a&TitleLetter=%B0%A8%B0%A2%BD%C5%B0%E6%3A+sensory+nerve,감각신경,sensory nerve,    감각세포가 받은 자극을 중추신경에 전달하는 신경. 눈이나 피부 등에 있는 감각기가 외부로부터 자극을 받으면 감각신경을 거쳐 척수와 대뇌겉질까지 감각이 전달된다. 이와 같이 외부로부터 내부를 향해 전달되는 감각신경은 구심성 신경계통이며 원심성 운동신경계통 및 자율신경계통에 필적하는 말초신경의 하나이다. 이 감각신경에는 후각신경(뇌신경)시각신경(뇌신경)눈돌림신경(뇌신경)삼차신경(뇌신경)얼굴신경(뇌신경)청각신경(뇌신경)혀인두신경(뇌신경)미주신경(뇌신경) 및 척수신경이 있다. 감각신경 중 미주신경을 제외하면 모두 두부에 분포되어 있고 후각신경시각신경청각신경의 세가지는 특히 분화된 감각상피를 지배한다. 혀인두신경은 미각의 말단장치와 그 밖의 부분에 연결되고 미주신경은 흉강과 복강의 기관에 분포되어 구심성 충격을 중추에 전달하며 삼차신경은 척수의 각 마디에 있는 신경에 해당하여(머리의 피부점막 등의 표면감각과 심부감각을 관장한다. 척수의 감각신경계통에도 피부와 심부 내장의 분포에 따른 구별이 있다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=44&Md=8b16e7b45ecc6330aaa91bc4f21b4d2c&TitleLetter=%B0%A8%B8%B6%B1%DB%B7%CE%BA%D2%B8%B0%3A+gammaglobulin,감마글로불린,gammaglobulin,    혈장단백질의 한 성분. 즉 혈액에 함유되어 있는 단백질의 한 그룹에 붙여진 명칭. 년 ... 티셀리우스는 혈청의 단백질이 전기영동에 의해 알부민과   의 종의 글로불린으로 분리된다는 것을 발견했다. 정상인은 감마 글로불린이 혈장단백질의 를 차지하지만 단백질로서는 균일하지 않고 비슷하게 생긴 무수히 많은 단백질의 혼합물이다. 그 중에서 약 는 분자량 약 만의 분자종( ) 약 는 분자량 약 만의 분자종()이고 그 중간의 분자량을 가진 것도 소량이 존재한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=45&Md=8dac09826ca76c7b0fca07ffbfcd4393&TitleLetter=%B0%A8%B8%B6%BC%B1%3A+gamma+ray,감마선,gamma ray,    감마붕괴로 인해 원자핵 안으로부터 방사되는 전자방사선. 같은 전자방사선인 선과는 원자핵 밖의 현상으로 인해 발생되는 점으로 구별한다. 질량 전하를 가지고 있지 않기 때문에 물질과의 상호작용은 알파선이나 베타선과 비교하여 매우 적으며 투과성이 매우 크다. 물질과의 상호작용은 선의 그것과 본질적으로 차이가 없으며 에너지에 따라 톰슨산란 광전효과 콤튼산란 전자쌍 생성 광핵반응 등이 일어난다. 의료에 이용되는 것은 방사선 치료에서 에 의한 외조사 또는    등으로부터의 감마선이 사용되고 감마카메라를 사용한 핵의학 검사에서는  등으로부터의 감마선에 의한 신티그램이 진단에 이용되고 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=46&Md=c1b1232ce3d5e4aae0af2a8620d70453&TitleLetter=%B0%A8%BF%B0%3A+infection,감염,infection,    병원미생물이 사람이나 동물 또는 식물의 조직. 체액표면에 정착하여 증식하는 상태. 이 경우 동물 또는 인체에 여러 가지 증상 즉 질병을 일으키는 경우와 일으키지 않는 경우가 있다. 예를 들면 일본뇌염바이러스가 인체에 침입하여 체내에 증식하면 어떤 사람에게는 고열두통의식장애경련 등의 증상이 일어나 발병을 알지만 대다수의 사람은 체내에서 바이러스가 증식하더라도 증세의 정도가 낮고 발열이나 그 밖의 증세도 없어 감염을 모른다. 이와 같이 병원미생물은 인체에 감염되더라도 발병하는 경우와 하지 않는 경우가 있다. 전자를 증상감염 후자를 무증상감염이라 한다. 감염의 근원이 되는 환자보균자감염동물매개동물병원체를 포함한 배설물 및 그에 의해 감염된 것을 감염원이라 하고 이러한 감염원에서 직접 또는 간접으로 생체에 병원체가 침입하는 경로를 감염경로라 한다. 감염경로에는 공기감염접촉감염경구감염경피감염 등이 있다. 또한 감염증은 전염성과 비전염성의 두 가지로 나눌 수 있다. 전자는 질병의 경과 중에(때로는 잠복기나 회복기에) 감염한 생체의 분비물 또는 배설물과 함께 병원체가 나와서 접촉 또는 매개에 의해 다른 개체를 감염시키는 경우를 말한다. 마마디프테리아성홍열페스트콜레라이질 등이 이에 속한다. 후자는 병원체가 감염한 생체에서 배설되지 않거나 배설되더라도 다른 개체에는 감염을 일으키지 않는 것으로 여기에는 파상풍말라리아발진티푸스산후열 등이 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=47&Md=6a651317b790c968e8ebd839a03eeeb1&TitleLetter=%B0%A8%BF%B0%BA%B4%3A+infectious+disease,감염병,infectious disease,    바이러스로부터 기생충 크기까지의 생물을 원인으로 하는 병. 원인은 접촉전염성이며 병원에서 감염되는 경우도 있다. 감염을 원인균에 따라 분류하면 바이러스 세균 클라미디아 리켓차 미코박테리움 곰팡이 원충 윤충 외부기생충 감염으로 나눌 수 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=48&Md=71ba7058a3f9676b4d47b31cf8e32597&TitleLetter=%B0%A8%C1%A4%3A+emotion,감정,emotion,    인간의 생리적 심리적 혹은 사회적은 욕구에 대한 반응으로서 기쁨 슬픔 놀라움 공포 노여움 등으로 강하게 영향받는 상태를 말한다. 감정은 자율신경계의 생리적 변화를 수반하여 표정이나 행동에 나타나는 수가 많다. 감정의 발달에 관해서 바로 이해한다는 것은 어린이 환자에 적절히 대응하기 위하여 매우 중요하다. 신생아기는 자극에 대하여 단지 미분화한 흥분뿐이지만 유아기가 되어서 흥분이 쾌와 불쾌로 분화된다. 불쾌는 생후 개월에 노여움이 분화 생후 개월에 공포 놀라움 혐오 세에서 질투가 나타난다. 쾌()는 개월에 미소 개월에 소리를 내어서 웃으며 개월에 손발을 움직여서 크게 웃는다. 세에 애정 기쁨이 나타난다. 기본적인 감정의 분화는 세까지에 완성되지만 모두가 발달해서 성인과 같게 되는 것은 세경이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=49&Md=65a773f63de13f2fe119a9a8d7dd699f&TitleLetter=%B0%A9%BB%F3%BB%F9%3A+thyroid+gland,갑상샘,thyroid gland,    사람의 몸에서 가장 큰 내분비샘으로 목의 앞쪽 아래쪽에 위치하고 있으며 엽으로 구성되어 있다. 각 엽은 기관의 양쪽에 있으며 좁은 잘룩에 의해 앞에서 연결되어 있다. 갑상샘호르몬인 티록신()을 분비하고 저장하며 필요에 따라 방출한다. 또한 갑상샘은 티로칼시토닌()도 분비한다. 병적인 상태에서 크기가 대개 증가하고 일부에서는 도리어 위축되며 통증을 나타내기도 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=50&Md=b1c27aec8f92ebcbeb5865f1e18ab338&TitleLetter=%B0%A9%BB%F3%BB%F9%B0%FA%B4%D9%C1%F5%2C+%B0%A9%BB%F3%BC%B1%B1%E2%B4%C9%C7%D7%C1%F8%C1%F5%3A+hyperthyroidism,"갑상샘과다증, 갑상선기능항진증",hyperthyroidism,    갑상샘의 기능이 병적으로 증가하여 호르몬이 과다하게 분비되는 병. 혈액 중의 갑상샘호르몬농도가 상승함에 따라 특유의 임상 증세가 생화학적인 변화를 나타내는 것을 일컫는다. 대의 여성에게서 많이 발생한다. 혈액 속에 갑상샘호르몬이 많아지면 물질대사가 항진되므로 몸이 더워지고 외부 온도에 대해 매우 예민해진다. 따라서 더위를 못 견뎌하고 땀을 많이 흘리며 식욕은 증가하는데도 체중이 계속 줄어 대개 개월 사이에 씩 빠진다. 맥막이 빨라지고 가슴이 두근거리며 부정맥이 생겨 맥이 불규칙해지기도 한다. 피부는 따뜻하고 습해지며 목에 이물감이나 통증을 느끼기도 한다. 신경이 예민해지고 불안해하며 늘 피로를 느낀다. 잠을 잘 못자고 손이 떨리며 팔 다리의 힘이 약해지고 심하면 마비증세가 나타난다. 월경주기가 불규칙해지며 양이 감소하거나 월경이 중단되기도 한다. 갑상샘이 있는 목 앞쪽이 튀어나오거나 심한 경우 눈이 튀어 나오는 수도 있다. 이 병은 자가면역병인 그레이브스병에 의한 경우가 대부분이지만 이 밖에 중독성결절성갑상샘종 뇌하수체의 갑상샘자극호르몬분비샘종이나 아급성 갑상샘염의 초기에도 나타난다. 항갑상샘제나 방사성 요오드를 복용하여 갑상샘 기능을 억제하거나 심한 경우 갑상샘 제거수술로 치료한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=51&Md=87cd5826a8092f7e67024bf71814f571&TitleLetter=%B0%A9%BB%F3%BB%F9%BE%CF%C1%BE%3A+thyroid+carcinoma,갑상샘암종,thyroid carcinoma,    갑상샘에 생긴 상피세포로 이루어진 악성종양물. 병리조직학적인 형태에 따라 유두상 소포상 역형암종 및 수질암종 림프종 등으로 나눌 수 있다. 다양한 원인이 있으나 일부에서는 방사선폭로에 의해 발생한다. 치료는 수술 방사성 옥소  억제요법 등이 사용된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=52&Md=8af5a0c73bd82d1bc6c767df3a2ad453&TitleLetter=%B0%A9%BB%F3%BB%F9%C0%FA%C7%CF%C1%F5%2C+%B0%A9%BB%F3%BC%B1%B1%E2%B4%C9%C0%FA%C7%CF%C1%F5%3A+hypothyroidism,"갑상샘저하증, 갑상선기능저하증",hypothyroidism,    갑상샘호르몬의 분비저하에 의해서 생기는 병을 말한다. 갑상샘호르몬은 체내의 축적된 에너지를 분해하는 것을 촉진하는 호르몬이다. 그래서 근육 뼈 지방 등에 있는 단백질 지방 탄수화물 등의 영양소를 분해하여 소비하는 것을 조장하여 기초대사율을 올리는 역할을 한다.    갑상샘의 병터에 의해서 생기는 경우가 많다. 주로 갑상샘의 암중에서 갑상샘 호르몬을 생산하지 않는 경우나 갑상샘의 파괴를 일으키는 모든 병에서 이 갑상샘 기능저하를 볼 수가 있다. 그리고 뇌하수체에서 를 분비못하는 경우에도 이 갑상샘 기능저하를 볼 수가 있다. 가장 흔한 원인은 갑상샘 수술 후에 생기는 것으로 갑상샘의 절재나 원치 않은 손상에 의해서 생긴다.    피로감 의욕이 없어지고 행동이나 말 등이 느려진다. 그리고 체중이 증가하고 입맛이 없는 등의 증상이 보인다. 그리고 에너지를 소모하지 않고 보관하므로 열을 생성하는 기능이 없어져서 추위를 견디지 못하고 창자의 운동도 감퇴되어서 변비 등의 증상도 보인다. 영양소의 사용을 억제하고 단지 축적만 하여 여러 곳에 단백질로 이루어진 물질이 축적이 되어서 몸이 붓기도 하고 신경주위에 이런 물질이 축적이 되어서 신경을 눌러서 손발이 저리거나 목소리가 쉬는 등의 증상을 보이기도 한다. 그리고 혀가 커지는 등의 증상도 볼 수가 있다. 갑상샘 호르몬을 투여하는 것으로 치료가 가능하다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=53&Md=f2916862a2c9051a57f5acd11b9777fe&TitleLetter=%B0%A9%BB%F3%BB%F9%C1%BE%3A+goiter,갑상샘종,goiter,    목에 있는 나비모양의 내분비샘인 갑상샘이 커지는 것. 단순히 갑상샘이 커진 상태를 이르는 말로 인이나 특별한 병적인 상태를 의미하는 말은 아니다. 그러므로 갑상샘종이라고 해서 반드시 갑상샘호르몬의 분비가 증가했다고 말할 수가 없으며 또 갑상선에 암이 생겼다는 것을 의미하는 것도 아니다.    샘종성 갑상샘종( ) 갑상샘 호르몬을 분비하는 세포에서 생긴 종양으로 인해서 갑상샘이 커진 경우를 말한다.    지방병성 갑상샘종( ) 알프스 산간 지방 히말라야 등의 지방에 사는 사람들에게서 집단적으로 생기는 경우를 말한다. 주로 갑상샘호르몬의 생산에 꼭 필요한 요오드의 섭취가 부족한 곳의 사람들에게서 잘 생긴다.    안구돌출성 갑상샘종( ) 눈알의 돌출과 함께 나타나는 갑상샘종으로 일명 그레이브스병( )이라고 한다. 갑상샘의 종대와 갑상샘호르몬의 과다분비가 특징인 병이다.    결절성 갑상샘종( ) 갑상샘안에 결절이 있는 갑상샘종.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=54&Md=ee0f4c5470ad5a2f4f5f4e649d5dc71f&TitleLetter=%B0%A9%BB%F3%BB%F9%C1%DF%B5%B6%C1%F5%3A+thyrotoxicosis,갑상샘중독증,thyrotoxicosis,    갑상선호르몬의 기능에 의한 증상이 과도하게 나타나는 병적인 상태. 식욕은 있으나 체중이 줄고 더위를 견디지 못하며 가슴이 뛰는 등의 증상을 나타낸다. 갑상샘과다증과 동의어이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=55&Md=53bd2d34ffcb57cd4f97f9b33211c3df&TitleLetter=%B0%A9%BB%F3%BB%F9%C8%A3%B8%A3%B8%F3%3A+thyroid+hormone,갑상샘호르몬,thyroid hormone,    광의의 갑상선호르몬은 티록신(()) 삼요드티로닌( ()) 티로칼시토닌()의 가지중 하나를 말하나 대개의 경우 협의의 뜻으로 사용되며 이 경우 티록신과 삼요드티로닌을 지칭한다.    갑상선 호르몬은 거의 모든 몸세포에서의 바탕질대사에 관여하여 에너지생성을 증가시키고 성장 발육을 촉진한다.    이것은 뇌하수체에서 분비되는 갑상샘 자극호르몬에 의해 합성 및 분비가 촉진된다. 섭취하여 체내에 들어온 요오드가 능동운반에 의해 갑상샘세포내로 들어가 세포내에 있는 단백질인 갑상샘 글로블린과 결합하여 갑상샘호르몬으로 합성된다. 요오드가 분자 결합한 것을  분자 결합한 것을 라 부름. 분비되는 갑상선 호르몬중 이상이 이다. 혈중으로 분비된 갑상샘호르몬은 혈중 단백질과 결합하는데 대부분은 티론신결합글로블린과 결합하며 일부는 알부민과 결합한다.    전반적인 대사율을 촉진시키며 어린이에서는 성장을 촉진시킨다. 특히 어린이에서 몰단백질 합성을 촉진하며 뇌의 발달에 중요한 기능을 함으로써 선천성 갑상샘저하증()을 조기 발견하여 치료하지 못하면 정신지체가 유발된다. 갑상샘과다증의 증상은 체내 대사가 항진되어 식욕이 증가하나 체중이 감소하고 심장박동수가 증가하고 더위를 참지 못하며 갑상샘기능저하증의 증상은 위와 반대로 식욕이 감소하고 체중이 증가하며 심장박동수가 감소하고 추위를 참지 못하며 피부에 단백질이 축적되어 점액부종이 유발된다.
